"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"13/08/2024","12.009,71","12.045,61","12.064,47","11.954,68","","-0,23%"
"12/08/2024","12.037,74","12.029,77","12.073,26","12.018,42","","0,20%"
"09/08/2024","12.014,19","11.990,87","12.046,28","11.980,03","","0,24%"
"08/08/2024","11.985,22","12.077,73","12.096,87","11.971,46","","-0,72%"
"07/08/2024","12.072,60","12.195,86","12.204,61","12.072,28","","-0,96%"
"06/08/2024","12.189,79","12.213,26","12.243,75","12.172,45","","-0,16%"
"05/08/2024","12.209,48","12.198,80","12.277,18","12.168,85","","0,04%"
"02/08/2024","12.205,14","12.145,13","12.231,96","12.135,60","","0,53%"
"01/08/2024","12.140,93","12.169,29","12.187,54","12.127,44","","-0,19%"
"31/07/2024","12.164,18","12.139,72","12.175,22","12.123,36","","0,21%"
"30/07/2024","12.138,71","12.118,96","12.153,52","12.107,24","","0,20%"
"29/07/2024","12.113,88","12.137,25","12.147,31","12.103,64","","-0,11%"
"26/07/2024","12.127,64","12.096,18","12.143,74","12.091,23","","0,29%"
"25/07/2024","12.092,45","12.071,47","12.118,73","12.061,14","","0,23%"
"24/07/2024","12.064,60","12.046,23","12.089,47","12.039,07","","0,21%"
"23/07/2024","12.039,38","12.051,42","12.062,69","12.035,31","","-0,06%"
"22/07/2024","12.046,81","12.034,05","12.073,29","12.028,23","","0,18%"
"19/07/2024","12.025,41","12.020,54","12.067,24","12.008,03","","0,09%"
"18/07/2024","12.014,58","12.008,21","12.066,81","12.002,39","","0,13%"
"17/07/2024","11.999,55","12.034,67","12.045,41","11.995,39","","-0,26%"
"16/07/2024","12.031,39","12.035,28","12.092,64","12.019,02","","0,02%"
"15/07/2024","12.029,32","12.034,38","12.059,84","12.009,53","","-0,02%"
"12/07/2024","12.031,17","12.060,25","12.068,79","11.997,92","","-0,20%"
"11/07/2024","12.055,10","12.040,34","12.075,54","12.006,68","","0,16%"
"10/07/2024","12.035,73","12.029,47","12.067,38","12.023,54","","0,09%"
"09/07/2024","12.024,43","12.041,19","12.082,95","12.020,13","","-0,10%"
"08/07/2024","12.037,04","12.069,93","12.074,46","12.037,18","","-0,24%"
"05/07/2024","12.066,28","12.081,09","12.100,24","12.040,91","","-0,05%"
"04/07/2024","12.072,03","12.092,34","12.108,44","12.066,55","","-0,11%"
"03/07/2024","12.085,52","12.089,01","12.128,63","12.060,58","","0,00%"
"02/07/2024","12.085,24","12.022,69","12.094,35","12.012,96","","0,58%"
"01/07/2024","12.015,90","12.076,41","12.117,47","12.012,52","","-0,43%"
"28/06/2024","12.067,82","12.071,63","12.091,12","12.058,32","","0,02%"
"27/06/2024","12.065,79","12.076,27","12.110,66","12.065,61","","-0,04%"
"26/06/2024","12.070,36","12.087,54","12.147,79","12.066,05","","-0,10%"
"25/06/2024","12.082,07","12.118,13","12.174,66","12.081,31","","-0,27%"
"24/06/2024","12.114,72","12.139,78","12.157,78","12.106,04","","-0,14%"
"21/06/2024","12.132,05","12.129,94","12.179,04","12.125,91","","0,05%"
"20/06/2024","12.126,25","12.116,39","12.159,06","12.104,18","","0,13%"
"19/06/2024","12.110,44","12.139,61","12.149,21","12.100,53","","-0,21%"
"18/06/2024","12.135,46","12.125,25","12.144,10","12.104,67","","0,09%"
"17/06/2024","12.124,69","12.120,77","12.133,77","12.110,92","","0,08%"
"14/06/2024","12.114,83","12.043,38","12.138,13","12.034,92","","0,64%"
"13/06/2024","12.038,34","12.096,44","12.110,37","12.040,26","","-0,43%"
"12/06/2024","12.090,85","12.038,58","12.127,05","12.033,69","","0,47%"
"11/06/2024","12.034,44","12.035,63","12.051,93","12.023,64","","0,03%"
"10/06/2024","12.030,60","11.980,40","12.042,50","11.966,68","","0,47%"
"07/06/2024","11.974,85","12.082,48","12.090,12","11.970,66","","-0,86%"
"06/06/2024","12.078,32","12.075,94","12.107,87","12.055,61","","0,08%"
"05/06/2024","12.068,20","12.044,26","12.103,49","12.037,11","","0,25%"
"04/06/2024","12.037,86","12.055,71","12.069,61","12.021,98","","-0,13%"
"03/06/2024","12.053,34","12.025,91","12.061,99","11.999,56","","0,28%"
"31/05/2024","12.019,98","12.044,90","12.050,70","12.012,12","","-0,16%"
"30/05/2024","12.038,96","11.951,34","12.054,27","11.942,06","","0,78%"
"29/05/2024","11.946,31","11.929,56","11.987,77","11.918,97","","0,18%"
"28/05/2024","11.925,42","11.903,97","11.953,38","11.899,12","","0,24%"
"27/05/2024","11.897,18","11.846,74","11.916,33","11.838,84","","0,47%"
"24/05/2024","11.840,94","11.831,84","11.854,64","11.821,78","","0,11%"
"23/05/2024","11.827,80","11.839,72","11.862,56","11.825,72","","-0,08%"
"22/05/2024","11.837,43","11.871,97","11.886,02","11.834,46","","-0,24%"
"21/05/2024","11.865,54","11.854,41","11.900,12","11.845,18","","0,14%"
"20/05/2024","11.848,94","11.856,72","11.887,76","11.850,01","","-0,02%"
"17/05/2024","11.850,81","11.832,68","11.870,24","11.814,24","","0,22%"
"16/05/2024","11.825,00","11.914,59","11.943,89","11.819,94","","-0,74%"
"15/05/2024","11.912,73","11.910,49","11.923,45","11.872,36","","0,11%"
"14/05/2024","11.900,01","11.884,26","11.925,08","11.871,39","","0,20%"
"13/05/2024","11.875,74","11.847,01","11.896,13","11.839,15","","0,29%"
"10/05/2024","11.841,13","11.858,40","11.869,37","11.840,02","","-0,13%"
"09/05/2024","11.856,01","11.835,65","11.867,17","11.820,83","","0,22%"
"08/05/2024","11.829,78","11.846,58","11.869,91","11.825,62","","-0,10%"
"07/05/2024","11.842,01","11.862,91","11.890,49","11.839,15","","-0,10%"
"06/05/2024","11.854,37","11.918,05","11.919,37","11.826,09","","-0,50%"
"03/05/2024","11.913,76","11.948,62","11.976,03","11.879,83","","-0,21%"
"02/05/2024","11.939,20","11.947,10","11.962,12","11.898,99","","-0,07%"
"01/05/2024","11.947,81","11.909,04","11.961,60","11.901,63","","0,37%"
"30/04/2024","11.904,06","11.957,05","11.966,29","11.906,86","","-0,40%"
"29/04/2024","11.952,04","11.895,06","11.969,68","11.890,27","","0,52%"
"26/04/2024","11.890,09","11.911,77","11.940,19","11.891,14","","-0,16%"
"25/04/2024","11.908,62","11.860,80","11.924,05","11.856,88","","0,45%"
"24/04/2024","11.854,95","11.915,52","11.936,13","11.856,01","","-0,45%"
"23/04/2024","11.908,78","11.920,41","11.941,95","11.890,19","","-0,06%"
"22/04/2024","11.915,42","11.937,73","11.952,21","11.903,37","","-0,14%"
"19/04/2024","11.931,86","11.880,72","11.957,92","11.840,28","","0,52%"
"18/04/2024","11.870,50","11.922,09","11.932,18","11.868,95","","-0,36%"
"17/04/2024","11.913,16","11.851,12","11.934,36","11.846,78","","0,58%"
"16/04/2024","11.844,42","11.627,23","11.867,65","11.593,62","","1,93%"
"15/04/2024","11.620,57","11.638,76","11.655,88","11.620,41","","-0,12%"
"12/04/2024","11.634,23","11.710,58","11.715,78","11.634,06","","-0,58%"
"11/04/2024","11.702,13","11.704,96","11.725,75","11.690,28","","0,01%"
"10/04/2024","11.700,40","11.782,43","11.789,44","11.695,89","","-0,64%"
"09/04/2024","11.775,20","11.758,38","11.792,51","11.751,40","","0,19%"
"08/04/2024","11.753,36","11.747,48","11.763,62","11.734,87","","0,09%"
"05/04/2024","11.742,90","11.788,38","11.797,75","11.721,85","","-0,32%"
"04/04/2024","11.780,84","11.809,65","11.823,95","11.777,46","","-0,19%"
"03/04/2024","11.803,75","11.762,93","11.813,16","11.752,06","","0,36%"
"02/04/2024","11.761,01","11.749,92","11.804,40","11.737,77","","0,13%"
"01/04/2024","11.745,79","11.749,23","11.806,15","11.738,20","","0,02%"
"29/03/2024","11.743,35","11.744,01","11.764,93","11.736,62","","0,06%"
"28/03/2024","11.736,39","11.764,93","11.795,81","11.727,51","","-0,21%"
"27/03/2024","11.760,78","11.733,24","11.777,35","11.719,74","","0,28%"
"26/03/2024","11.728,21","11.738,81","11.759,65","11.728,45","","-0,03%"
"25/03/2024","11.731,28","11.701,46","11.750,16","11.682,83","","0,31%"
"22/03/2024","11.695,58","11.654,82","11.722,73","11.632,75","","0,41%"
"21/03/2024","11.648,07","11.729,80","11.759,65","11.648,32","","-0,67%"
"20/03/2024","11.726,51","11.708,83","11.737,69","11.684,02","","0,19%"
"19/03/2024","11.703,79","11.715,95","11.749,99","11.694,89","","-0,06%"
"18/03/2024","11.711,34","11.655,96","11.733,21","11.645,95","","0,51%"
"15/03/2024","11.651,72","11.660,81","11.695,02","11.647,29","","-0,04%"
"14/03/2024","11.656,19","11.690,75","11.701,21","11.653,39","","-0,24%"
"13/03/2024","11.683,93","11.701,13","11.708,84","11.674,92","","-0,09%"
"12/03/2024","11.694,30","11.716,96","11.729,30","11.686,22","","-0,17%"
"11/03/2024","11.714,52","11.707,72","11.727,10","11.705,52","","0,08%"
"08/03/2024","11.704,84","11.739,23","11.752,89","11.686,85","","-0,28%"
"07/03/2024","11.737,79","11.726,92","11.742,75","11.692,78","","0,13%"
"06/03/2024","11.722,31","11.745,12","11.749,06","11.692,81","","-0,14%"
"05/03/2024","11.738,64","11.716,97","11.758,70","11.709,34","","0,24%"
"04/03/2024","11.711,07","11.680,25","11.724,83","11.675,47","","0,33%"
"01/03/2024","11.672,62","11.675,77","11.686,93","11.647,32","","0,02%"
"29/02/2024","11.670,75","11.652,19","11.705,17","11.648,72","","0,21%"
"28/02/2024","11.645,87","11.637,34","11.662,15","11.633,01","","0,13%"
"27/02/2024","11.630,59","11.627,31","11.654,95","11.620,39","","0,09%"
"26/02/2024","11.620,56","11.607,81","11.637,52","11.596,58","","0,14%"
"23/02/2024","11.604,88","11.606,18","11.627,30","11.585,81","","0,02%"
"22/02/2024","11.602,89","11.633,19","11.658,17","11.599,27","","-0,21%"
"21/02/2024","11.627,73","11.654,82","11.674,30","11.622,81","","-0,20%"
"20/02/2024","11.650,67","11.615,21","11.664,81","11.601,85","","0,37%"
"19/02/2024","11.607,61","11.604,33","11.630,97","11.594,85","","0,08%"
"16/02/2024","11.598,46","11.606,91","11.641,86","11.578,95","","-0,04%"
"15/02/2024","11.603,63","11.565,19","11.621,59","11.532,47","","0,37%"
"14/02/2024","11.560,99","11.541,65","11.573,35","11.534,82","","0,21%"
"13/02/2024","11.537,04","11.596,58","11.606,46","11.528,43","","-0,47%"
"12/02/2024","11.591,08","11.615,90","11.629,99","11.586,25","","-0,15%"
"09/02/2024","11.608,73","11.605,12","11.627,56","11.598,67","","0,07%"
"08/02/2024","11.600,98","11.636,22","11.645,75","11.596,52","","-0,27%"
"07/02/2024","11.632,93","11.700,83","11.720,88","11.629,12","","-0,57%"
"06/02/2024","11.699,28","11.658,82","11.712,58","11.650,16","","0,39%"
"05/02/2024","11.653,80","11.663,38","11.705,93","11.636,51","","-0,06%"
"02/02/2024","11.661,08","11.794,92","11.801,99","11.648,19","","-1,10%"
"01/02/2024","11.790,23","11.774,81","11.799,64","11.748,66","","0,18%"
"31/01/2024","11.768,87","11.781,84","11.811,82","11.757,70","","-0,09%"
"30/01/2024","11.779,15","11.795,43","11.812,17","11.763,83","","-0,10%"
"29/01/2024","11.791,26","11.797,61","11.811,33","11.772,16","","0,03%"
"26/01/2024","11.788,16","11.806,62","11.828,26","11.789,70","","-0,12%"
"25/01/2024","11.802,45","11.726,07","11.826,03","11.718,64","","0,69%"
"24/01/2024","11.721,90","11.654,18","11.759,43","11.648,97","","0,63%"
"23/01/2024","11.648,28","11.652,70","11.699,94","11.639,86","","0,01%"
"22/01/2024","11.646,80","11.642,13","11.665,18","11.641,26","","0,04%"
"19/01/2024","11.642,30","11.620,72","11.654,73","11.615,11","","0,23%"
"18/01/2024","11.615,71","11.631,28","11.652,51","11.604,33","","-0,09%"
"17/01/2024","11.626,26","11.611,37","11.649,78","11.604,45","","0,17%"
"16/01/2024","11.606,34","11.665,23","11.673,97","11.604,45","","-0,44%"
"15/01/2024","11.657,55","11.674,62","11.689,46","11.655,62","","-0,10%"
"12/01/2024","11.668,67","11.683,14","11.711,41","11.662,36","","-0,09%"
"11/01/2024","11.679,19","11.692,77","11.713,90","11.649,88","","-0,07%"
"10/01/2024","11.687,19","11.660,85","11.702,87","11.652,97","","0,28%"
"09/01/2024","11.654,90","11.690,52","11.699,69","11.649,03","","-0,25%"
"08/01/2024","11.684,11","11.666,73","11.695,36","11.653,22","","0,20%"
"05/01/2024","11.660,78","11.650,56","11.709,88","11.617,38","","0,13%"
"04/01/2024","11.645,48","11.648,30","11.701,97","11.642,42","","0,00%"
"03/01/2024","11.644,97","11.663,59","11.702,97","11.632,11","","-0,11%"
"02/01/2024","11.657,62","11.665,28","11.714,53","11.651,60","","-0,02%"
"01/01/2024","11.660,23","11.668,38","11.668,38","11.664,40","","-0,02%"
