"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"14/02/2024","3.255,51","3.266,55","3.266,55","3.257,34","","-0,43%"
"13/02/2024","3.269,71","3.279,61","3.279,61","3.265,34","","0,04%"
"12/02/2024","3.268,34","3.282,28","3.282,28","3.272,72","","-0,26%"
"09/02/2024","3.276,73","3.274,35","3.282,60","3.267,85","","0,06%"
"08/02/2024","3.274,67","3.282,94","3.284,67","3.277,78","","-0,21%"
"07/02/2024","3.281,55","3.303,93","3.306,02","3.278,05","","-0,50%"
"06/02/2024","3.298,03","3.299,37","3.311,45","3.297,64","","-0,16%"
"05/02/2024","3.303,18","3.313,77","3.313,77","3.285,94","","-0,44%"
"02/02/2024","3.317,79","3.338,88","3.338,88","3.309,15","","-0,36%"
"01/02/2024","3.329,81","3.337,74","3.340,91","3.331,40","","-0,10%"
"31/01/2024","3.332,98","3.338,63","3.345,60","3.334,04","","-0,08%"
"30/01/2024","3.335,52","3.342,50","3.344,97","3.336,86","","-0,05%"
"29/01/2024","3.337,20","3.344,61","3.347,01","3.337,91","","-0,19%"
"26/01/2024","3.343,55","3.342,14","3.351,65","3.338,62","","0,05%"
"25/01/2024","3.341,78","3.320,30","3.346,73","3.319,25","","0,73%"
"24/01/2024","3.317,49","3.307,94","3.321,72","3.300,95","","0,43%"
"23/01/2024","3.303,38","3.304,80","3.310,96","3.294,01","","-0,05%"
"22/01/2024","3.305,14","3.311,77","3.316,02","3.305,67","","-0,06%"
"19/01/2024","3.307,20","3.308,27","3.315,80","3.308,10","","-0,03%"
"18/01/2024","3.308,26","3.313,56","3.317,78","3.308,96","","-0,13%"
"17/01/2024","3.312,50","3.318,79","3.321,26","3.309,28","","-0,23%"
"16/01/2024","3.320,20","3.329,42","3.331,74","3.316,99","","-0,24%"
"15/01/2024","3.328,34","3.342,30","3.346,89","3.330,48","","-0,44%"
"12/01/2024","3.343,01","3.347,37","3.354,16","3.345,17","","-0,04%"
"11/01/2024","3.344,45","3.351,89","3.356,95","3.346,65","","-0,21%"
"10/01/2024","3.351,64","3.337,64","3.354,77","3.332,26","","0,34%"
"09/01/2024","3.340,15","3.342,31","3.347,31","3.334,05","","0,14%"
"08/01/2024","3.335,48","3.336,57","3.341,41","3.334,59","","0,13%"
"05/01/2024","3.331,19","3.338,37","3.341,77","3.332,62","","-0,27%"
"04/01/2024","3.340,16","3.339,81","3.350,39","3.334,06","","0,02%"
"03/01/2024","3.339,45","3.349,22","3.350,10","3.331,55","","-0,56%"
"02/01/2024","3.358,31","3.355,21","3.366,36","3.349,36","","0,35%"
"01/01/2024","3.346,74","3.346,74","3.346,74","3.346,74","","0,00%"
